408,1.3562,0.38121,-0.025574
410,1.3488,0.4103,-0.024854
412,1.3416,0.43955,-0.023904
414,1.3339,0.46845,-0.023197
416,1.3256,0.49722,-0.022489
418,1.3158,0.52548,-0.021515
420,1.3062,0.55393,-0.020803
422,1.2962,0.58199,-0.01984
424,1.2855,0.60987,-0.019123
426,1.2744,0.63734,-0.018155
428,1.2627,0.6646,-0.017434
430,1.2504,0.69166,-0.016461
432,1.2376,0.71827,-0.015734
434,1.2242,0.74465,-0.014756
436,1.2112,0.77132,-0.013784
438,1.1969,0.797,-0.013051
440,1.182,0.82242,-0.012064
442,1.1666,0.84756,-0.011325
444,1.1516,0.87282,-0.01034
446,1.1352,0.8972,-0.0093443
448,1.1184,0.92127,-0.0085985
450,1.1012,0.94484,-0.0075974
452,1.0842,0.96875,-0.006598
454,1.0662,0.99149,-0.0058447
456,1.0484,1.0146,-0.0048382
458,1.0295,1.0367,-0.0038249
460,1.0109,1.059,-0.0030662
462,0.99117,1.0802,-0.0020469
464,0.97119,1.1008,-0.0010249
466,0.95123,1.1221,-0.00025674
468,0.93058,1.1418,0.00077126
470,0.90993,1.1622,0.0015457
472,0.88905,1.182,0.0025813
474,0.86737,1.2004,0.0036188
476,0.84587,1.2193,0.0044031
478,0.82341,1.237,0.0054465
480,0.80113,1.2551,0.0062371
482,0.77815,1.2718,0.0072864
484,0.75555,1.2888,0.0080833
486,0.73236,1.3056,0.0091446
488,0.7088,1.3208,0.0099417
490,0.68514,1.3366,0.010748
492,0.66094,1.3509,0.011812
494,0.63686,1.3658,0.012625
496,0.6127,1.38,0.013441
498,0.58784,1.393,0.014514
500,0.56308,1.4064,0.015336
502,0.53792,1.4183,0.01615
504,0.51285,1.4308,0.016978
506,0.4875,1.4428,0.017809
508,0.46184,1.4533,0.018897
510,0.43624,1.4643,0.019734
512,0.41012,1.4739,0.020561
514,0.38431,1.4839,0.021404
516,0.35827,1.4935,0.02225
518,0.33206,1.5015,0.023084
520,0.30587,1.5101,0.023936
522,0.2793,1.5173,0.024506
524,0.25273,1.525,0.025363
526,0.2261,1.5312,0.026206
528,0.19946,1.5379,0.027069
530,0.17281,1.5431,0.027917
532,0.14614,1.5489,0.028514
534,0.11924,1.5532,0.029366
536,0.092288,1.558,0.029967
538,0.065439,1.5613,0.030824
540,0.038526,1.5652,0.031703
542,0.011765,1.5676,0.03229
544,-0.015351,1.5706,0.032901
546,-0.042264,1.5721,0.033766
548,-0.069233,1.5731,0.034358
550,-0.096036,1.5747,0.034975
552,-0.12283,1.5748,0.035846
554,-0.14966,1.5745,0.036443
556,-0.17652,1.5737,0.037042
558,-0.20324,1.5735,0.037666
560,-0.22986,1.5718,0.038268
562,-0.25649,1.5697,0.038872
564,-0.2831,1.5671,0.039476
566,-0.30963,1.5652,0.040108
568,-0.33595,1.5618,0.040716
570,-0.36225,1.5579,0.041325
572,-0.38851,1.5536,0.041935
574,-0.41446,1.5489,0.042548
576,-0.44036,1.5439,0.042881
578,-0.4662,1.5383,0.043495
580,-0.49172,1.5324,0.044111
582,-0.51743,1.5261,0.044447
584,-0.5428,1.5193,0.045066
586,-0.56809,1.5122,0.045403
588,-0.59328,1.5046,0.046024
590,-0.61774,1.4958,0.046335
592,-0.64273,1.4874,0.046675
594,-0.66735,1.4787,0.047299
596,-0.69185,1.4696,0.047641
598,-0.71579,1.4592,0.047954
600,-0.73978,1.4494,0.048297
602,-0.76389,1.4391,0.048925
604,-0.78713,1.4276,0.049239
606,-0.81069,1.4167,0.049585
608,-0.83359,1.4045,0.0499
610,-0.85659,1.3929,0.050246
612,-0.87914,1.38,0.050277
614,-0.90181,1.3677,0.050624
616,-0.92374,1.3541,0.050941
618,-0.94604,1.3411,0.05129
620,-0.96757,1.3269,0.051608
622,-0.9889,1.3123,0.051639
624,-1.0106,1.2982,0.051989
626,-1.0313,1.2831,0.052021
628,-1.0519,1.2675,0.05234
630,-1.0721,1.2518,0.052659
632,-1.0921,1.2357,0.052691
634,-1.1119,1.2193,0.052723
636,-1.1313,1.2026,0.053043
638,-1.1504,1.1858,0.053075
640,-1.1694,1.1685,0.053108
642,-1.1881,1.1509,0.053428
644,-1.2063,1.1332,0.053461
646,-1.2243,1.1152,0.053493
648,-1.2423,1.0968,0.053525
650,-1.2597,1.0782,0.053557
652,-1.2761,1.0587,0.053557
654,-1.293,1.0396,0.05359
656,-1.3096,1.0203,0.053622
658,-1.3251,1,0.053622
660,-1.341,0.98037,0.053654
662,-1.3559,0.95967,0.053364
664,-1.3713,0.9393,0.053396
666,-1.3854,0.91837,0.053396
668,-1.4002,0.89752,0.053138
670,-1.4137,0.87616,0.053138
672,-1.4278,0.85486,0.05317
674,-1.4406,0.83309,0.05288
676,-1.4532,0.81086,0.05288
678,-1.4654,0.78871,0.052589
680,-1.4782,0.76657,0.05233
682,-1.4897,0.74404,0.05233
684,-1.5008,0.72134,0.05204
686,-1.5117,0.69821,0.051749
