# D[Mpc] v_rad [km/s] delta_v [km/s]
5.25706e+01 1.00703e+03	1280
2.10074e+02 1.46521e+04	2510
3.98091e+02 2.36025e+04	3590
8.47002e+02 3.89359e+04	4200
9.53512e+02 6.04312e+04	8540
